OTU,species,subgenus,genus,tribe,subfamily,suprasubfamily,family,subsuperfamily,superfamily,subsection,section,parvorder,infraorder,suborder,order,superorder,subclass,infraclass,superinfraclass,class,superclass,subphylum,phylum,superphylum,infrakingdom,subkingdom,kingdom,Provider
Elephas_maximus,Elephas_maximus,-,Elephas,Elephantini,Elephantinae,-,Elephantidae,-,Elephantoidea,-,-,-,Elephantida,-,Proboscidea,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eligmodontia_moreni,Eligmodontia_moreni,-,Eligmodontia,Phyllotini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eligmodontia_morgani,Eligmodontia_morgani,-,Eligmodontia,Phyllotini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eligmodontia_puerulus,Eligmodontia_puerulus,-,Eligmodontia,Phyllotini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eligmodontia_typus,Eligmodontia_typus,-,Eligmodontia,Phyllotini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Enchisthenes_hartii,Enchisthenes_hartii,-,Enchisthenes,-,Stenodermatinae,-,Phyllostomidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
EPIEURYCEROS_TRUNCUS,EPIEURYCEROS_TRUNCUS,-,EPIEURYCEROS,Rangiferini,Capreolinae,-,Cervidae,-,-,-,-,-,Pecora,Ruminantia,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
Eptesicus_andinus,Eptesicus_andinus,-,Eptesicus,-,Vespertilioninae,-,Vespertilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eptesicus_brasiliensis,Eptesicus_brasiliensis,-,Eptesicus,-,Vespertilioninae,-,Vespertilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eptesicus_chiriquinus,Eptesicus_chiriquinus,-,Eptesicus,-,Vespertilioninae,-,Vespertilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eptesicus_diminutus,Eptesicus_diminutus,-,Eptesicus,-,Vespertilioninae,-,Vespertilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eptesicus_furinalis,Eptesicus_furinalis,-,Eptesicus,-,Vespertilioninae,-,Vespertilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eptesicus_fuscus,Eptesicus_fuscus,-,Eptesicus,-,Vespertilioninae,-,Vespertilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eptesicus_innoxius,Eptesicus_innoxius,-,Eptesicus,-,Vespertilioninae,-,Vespertilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Equus_africanus,Equus_africanus,-,Equus,Equini,Equinae,,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,Wikidata
EQUUS_ALASKAE,EQUUS_ALASKAE,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
EQUUS_ANDIUM,EQUUS_ANDIUM,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Equus_caballus,Equus_caballus,-,Equus,Equini,Equinae,,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,NCBI
EQUUS_CALOBATUS,EQUUS_CALOBATUS,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Equus_capensis,Equus_capensis,-,Equus,Equini,Equinae,,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_0.9
EQUUS_COMPLICATUS,EQUUS_COMPLICATUS,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
EQUUS_CONVERSIDENS,EQUUS_CONVERSIDENS,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
EQUUS_CRENIDENS,EQUUS_CRENIDENS,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
EQUUS_EXCELSUS,EQUUS_EXCELSUS,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Equus_ferus,Equus_ferus,-,Equus,Equini,Equinae,,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,Wikidata
EQUUS_FRATERNUS,EQUUS_FRATERNUS,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
EQUUS_GIGANTEUS,EQUUS_GIGANTEUS,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Equus_grevyi,Equus_grevyi,-,Equus,Equini,Equinae,,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Equus_hemionus,Equus_hemionus,-,Equus,Equini,Equinae,,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,NCBI
EQUUS_INSULATUS,EQUUS_INSULATUS,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
EQUUS_INTERMEDIUS,EQUUS_INTERMEDIUS,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Equus_kiang,Equus_kiang,-,Equus,Equini,Equinae,,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
EQUUS_LAURENTIUS,EQUUS_LAURENTIUS,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
EQUUS_LEIDYI,EQUUS_LEIDYI,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
EQUUS_MAJOR,EQUUS_MAJOR,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
EQUUS_MARTINEI,EQUUS_MARTINEI,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
EQUUS_MEXICANUS,EQUUS_MEXICANUS,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Equus_neogeus,Equus_neogeus,-,Equus,Equini,Equinae,,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,wikipedia_ES
EQUUS_NIOBRARENSIS,EQUUS_NIOBRARENSIS,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Equus_ovodovi,Equus_ovodovi,-,Equus,Equini,Equinae,,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,Barcode_of_Life_Data_Systems
EQUUS_PACIFICUS,EQUUS_PACIFICUS,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Equus_quagga,Equus_quagga,-,Equus,Equini,Equinae,,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,Wikidata
EQUUS_SANTAEELENAE,EQUUS_SANTAEELENAE,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
EQUUS_SCOTTI,EQUUS_SCOTTI,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
EQUUS_SIMPLICIDENS,EQUUS_SIMPLICIDENS,-,Equus,Equini,Equinae,-,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Equus_zebra,Equus_zebra,-,Equus,Equini,Equinae,,Equidae,-,-,-,-,-,-,-,Perissodactyla,-,Perissodactyla_Litopterna_Notoungulata,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,NCBI
Eremoryzomys_polius,Eremoryzomys_polius,-,Eremoryzomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
EREMOTHERIUM_ELENENSE,EREMOTHERIUM_ELENENSE,-,EREMOTHERIUM,Megatheriini,Megatheriinae,-,Megatheriidae,-,Megatheroidea,-,-,-,-,Folivora,Pilosa,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
EREMOTHERIUM_LAURILLARDI,EREMOTHERIUM_LAURILLARDI,-,EREMOTHERIUM,Megatheriini,Megatheriinae,-,Megatheriidae,-,Megatheroidea,-,-,-,-,Folivora,Pilosa,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
EREMOTHERIUM_SEFVEI,EREMOTHERIUM_SEFVEI,-,EREMOTHERIUM,Megatheriini,Megatheriinae,-,Megatheriidae,-,Megatheroidea,-,-,-,-,Folivora,Pilosa,-,-,-,-,Mammalia,-,-,-,-,-,-,-,-
Erethizon_dorsatum,Erethizon_dorsatum,-,Erethizon,-,Erethizontinae,-,Erethizontidae,-,Erethizontoidea,-,-,Caviomorpha,-,Hystricomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
ERETHIZON_KLEINI,ERETHIZON_KLEINI,-,Erethizon,-,Erethizontinae,-,Erethizontidae,-,Erethizontoidea,-,-,Caviomorpha,-,Hystricomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
EUCERATHERIUM_AMERICANUM,EUCERATHERIUM_AMERICANUM,-,EUCERATHERIUM,Ovibovini,Caprinae,-,Bovidae,-,-,-,-,-,Pecora,Ruminantia,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
EUCERATHERIUM_COLLINUM,EUCERATHERIUM_COLLINUM,-,EUCERATHERIUM,Ovibovini,Caprinae,-,Bovidae,-,-,-,-,-,Pecora,Ruminantia,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Euderma_maculatum,Euderma_maculatum,-,Euderma,-,Vespertilioninae,-,Vespertilionidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
EULAMAOPS,EULAMAOPS,-,EULAMAOPS,Camelini,-,-,Camelidae,-,-,-,-,-,-,Tylopoda,Artiodactyla,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Eumops_auripendulus,Eumops_auripendulus,-,Eumops,-,Molossinae,-,Molossidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eumops_bonariensis,Eumops_bonariensis,-,Eumops,-,Molossinae,-,Molossidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eumops_dabbenei,Eumops_dabbenei,-,Eumops,-,Molossinae,-,Molossidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eumops_ferox,Eumops_ferox,-,Eumops,-,Molossinae,-,Molossidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eumops_floridanus,Eumops_floridanus,-,Eumops,-,Molossinae,-,Molossidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Craniata,Chordata,-,-,-,Metazoa,NCBI
Eumops_glaucinus,Eumops_glaucinus,-,Eumops,-,Molossinae,-,Molossidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eumops_hansae,Eumops_hansae,-,Eumops,-,Molossinae,-,Molossidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eumops_maurus,Eumops_maurus,-,Eumops,-,Molossinae,-,Molossidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eumops_patagonicus,Eumops_patagonicus,-,Eumops,-,Molossinae,-,Molossidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eumops_perotis,Eumops_perotis,-,Eumops,-,Molossinae,-,Molossidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eumops_trumbulli,Eumops_trumbulli,-,Eumops,-,Molossinae,-,Molossidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eumops_underwoodi,Eumops_underwoodi,-,Eumops,-,Molossinae,-,Molossidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Eumops_wilsoni,Eumops_wilsoni,-,Eumops,-,Molossinae,-,Molossidae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
EUMYSOPS_LAEVIPLICATUS,EUMYSOPS_LAEVIPLICATUS,-,EUMYSOPS,-,Eumysopinae,-,Echimyidae,-,Octodontoidea,-,-,Caviomorpha,-,Hystricomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
Euneomys_chinchilloides,Euneomys_chinchilloides,-,Euneomys,Phyllotini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Euneomys_fossor,Euneomys_fossor,-,Euneomys,Phyllotini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Euneomys_mordax,Euneomys_mordax,-,Euneomys,Phyllotini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Euneomys_petersoni,Euneomys_petersoni,-,Euneomys,Phyllotini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Euphractus_sexcinctus,Euphractus_sexcinctus,-,Euphractus,-,Euphractinae,-,Chlamyphoridae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Euryoryzomys_emmonsae,Euryoryzomys_emmonsae,-,Euryoryzomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Euryoryzomys_lamia,Euryoryzomys_lamia,-,Euryoryzomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Euryoryzomys_legatus,Euryoryzomys_legatus,-,Euryoryzomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Euryoryzomys_macconnelli,Euryoryzomys_macconnelli,-,Euryoryzomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Euryoryzomys_nitidus,Euryoryzomys_nitidus,-,Euryoryzomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Euryoryzomys_russatus,Euryoryzomys_russatus,-,Euryoryzomys,Oryzomyini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Animalia,Integrated_Taxonomic_Information_System_(ITIS)_Taxonomic_Hierarchy
Euryzygomatomys_spinosus,Euryzygomatomys_spinosus,-,Euryzygomatomys,Clyomyini,Euryzygomatomyinae,-,Echimyidae,-,Octodontoidea,-,-,Caviomorpha,-,Hystricomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
EUTATUS_SEGUINI,EUTATUS_SEGUINI,-,EUTATUS,-,Euphractinae,-,Chlamyphoridae,-,-,-,-,-,-,-,Cingulata,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
FELIS_PLATENSIS,FELIS_PLATENSIS,-,FELIS,-,Felinae,-,Felidae,-,Feloidea,-,-,Aeluroidea,-,Feliformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,-
Furipterus_horrens,Furipterus_horrens,-,Furipterus,-,-,-,Furipteridae,-,-,-,-,-,-,-,Chiroptera,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Galea_flavidens,Galea_flavidens,-,Galea,-,Caviinae,-,Caviidae,-,Cavioidea,-,-,Caviomorpha,-,Hystricomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Galea_musteloides,Galea_musteloides,-,Galea,-,Caviinae,-,Caviidae,-,Cavioidea,-,-,Caviomorpha,-,Hystricomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Galea_spixii,Galea_spixii,-,Galea,-,Caviinae,-,Caviidae,-,Cavioidea,-,-,Caviomorpha,-,Hystricomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Galenomys_garleppi,Galenomys_garleppi,-,Galenomys,Phyllotini,Sigmodontinae,-,Cricetidae,-,Muroidea,-,-,-,-,Myomorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Galictis_cuja,Galictis_cuja,-,Galictis,-,Ictonychinae,-,Mustelidae,-,Musteloidea,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Galictis_vittata,Galictis_vittata,-,Galictis,-,Ictonychinae,-,Mustelidae,-,Musteloidea,-,-,-,-,Caniformia,Carnivora,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Geomys_arenarius,Geomys_arenarius,-,Geomys,-,-,-,Geomyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Geomys_attwateri,Geomys_attwateri,-,Geomys,-,-,-,Geomyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Geomys_breviceps,Geomys_breviceps,-,Geomys,-,-,-,Geomyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Geomys_bursarius,Geomys_bursarius,-,Geomys,-,-,-,Geomyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
Geomys_knoxjonesi,Geomys_knoxjonesi,-,Geomys,-,-,-,Geomyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
GEOMYS_LUTESCENS,GEOMYS_LUTESCENS,-,Geomys,-,-,-,Geomyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,
Geomys_personatus,Geomys_personatus,-,Geomys,-,-,-,Geomyidae,-,Geomyoidea,-,Geomyoidea_Eomyoidea,-,-,Castorimorpha,Rodentia,-,-,Placentalia,-,Mammalia,-,Vertebrata,Chordata,-,-,-,Metazoa,EOL_Dynamic_Hierarchy_1.1
